Day,Start Time,End Time,Course title,Room,Instructor,Actual Class Duration
F,10:0 AM,11:15 AM,What is Modernity?,GF-E101,Muhammad Salman,75
F,11:30 AM,12:45 PM,Algorithms: Design & Analysis,GF-E101,Waqar Saleem,75
F,1:0 PM,2:15 PM,Data Structures & Algorithms,GF-E101,Maria Samad,75
F,2:30 PM,3:45 PM,Software Engineering,GF-E101,Abbas Akhtar,75
F,4:0 PM,5:15 PM,Urban Sustainability,GF-E101,Farhan Anwar,75
F,8:30 AM,9:45 AM,What is Modernity?,SFCL,Mahso Gichki,75
F,8:30 AM,9:45 AM,Discrete Mathematics,SFCL,Muhammad Zafar,75
F,10:0 AM,12:50 PM,Digital Logic and Design Lab,SFCL,Areeba Rajput,170
F,1:5 PM,1:55 PM,Calculus I,SFCL,Sara Ashraf,50
F,2:10 PM,3:25 PM,What is Gender?,SFCL,Haniya Habib,75
F,3:40 PM,5:20 PM,Qualitative Research Methods,SFCL,Aaron Mulvany,100
F,8:30 AM,11:20 AM,The Secret World of Microbes,E-012,Humaira Qureshi,170
F,1:5 PM,1:55 PM,Intro to Probability & Stats,E-012,Muhammad Umer Tariq,50
F,2:35 PM,3:25 PM,Signals and Systems,E-012,Shafayat Abrar,50
F,3:40 PM,4:55 PM,Calculus II,E-012,Yousuf Kerai,75
F,5:10 PM,6:25 PM,Calculus II,E-012,Aatyka Fatima,75
F,8:30 AM,9:45 AM,Hikma I,W-121,Zainab Saleem,75
F,10:0 AM,11:15 AM,Discrete Mathematics,W-121,Rameez Ragheb,75
F,2:35 PM,4:15 PM,Quantitative Research Methods,W-121,Zaineb Aftab Hussain Makati,100
F,4:30 PM,5:45 PM,Gender and Human Rights,W-121,Mahso Gichki,75
F,8:30 AM,9:45 AM,Scientific Methods,FF-E220,Huma abid,75
F,10:0 AM,11:15 AM,Scientific Methods,FF-E220,Sameena Shahzaman,75
F,11:30 AM,1:10 PM,Forms of Inquiry,FF-E220,Mehwish Abid,100
F,1:25 PM,4:15 PM,Signals and Systems Lab,FF-E220,Shafayat Abrar,170
F,4:30 PM,5:45 PM,Digital Logic and Design,FF-E220,Areeba Rajput,75
F,8:30 AM,9:45 AM,Musicking: Anthropology of Mus,GF-E121,Daniyal Ahmed,75
F,10:0 AM,12:30 PM,Intro to Design and Media,GF-E121,Momin Zafar,150
F,12:45 PM,2:0 PM,Social Theory I,GF-E121,Ana Tawfiq Hussain,75
F,2:15 PM,3:30 PM,Institutional Economics,GF-E121,Aqdas Afzal,75
F,3:45 PM,5:0 PM,Computer Vision,GF-E121,Muhammad Farhan,75
F,5:15 PM,6:30 PM,The World of Quratul Ain Hyder,GF-E121,Syed Afzal Ahmed,75
F,8:30 AM,9:45 AM,Data Structures II,FF-W243,Syeda Saleha Raza,75
F,10:0 AM,11:15 AM,Hikma I,FF-W243,Zainab Saleem,75
F,11:30 AM,2:20 PM,Data Structures & Algo Lab,FF-W243,Saba Saeed,170
F,2:35 PM,3:50 PM,Discrete Mathematics,FF-W243,Muhammad Zafar,75
F,5:10 PM,6:25 PM,Linear Algebra,FF-W243,Aeyaz Jamil Kayani,75
F,8:30 AM,9:45 AM,Hikma I,W-234,Nauman Naqvi,75
F,10:0 AM,11:15 AM,Data Structures & Algorithms,W-234,Nadia Nasir,75
F,11:30 AM,12:45 PM,Music and Mathematics,W-234,Yousuf Kerai,75
F,1:0 PM,2:15 PM,Tech. Mgmnt & Entrepreneurship,W-234,Abid Butt,75
F,2:30 PM,3:45 PM,Introduction to Western Philos,W-234,Irfan Muhammad,75
F,4:0 PM,5:40 PM,Public Policy II,W-234,Farhan Anwar,100
F,8:30 AM,9:45 AM,Computer Architecture,E-010,Tariq Kamal,75
F,10:0 AM,11:40 AM,Data Analytics,E-010,Sahaab Bader Sheikh,100
F,1:5 PM,2:20 PM,Bollywood Masculinity,E-010,Sheikh Taha Ahmed Munir,75
F,2:35 PM,3:50 PM,Data Science,E-010,Zeehasham Rasheed,75
F,4:5 PM,5:20 PM,Software Engineering,E-010,Abbas Akhtar,75
F,8:30 AM,11:50 AM,Post Production,C-015,Syed Ali,200
F,10:0 AM,11:15 AM,Data Structures & Algorithms,C-015,Maria Samad,75
F,12:5 PM,1:20 PM,Scientific Methods,C-015,Sameena Shahzaman,75
F,1:35 PM,2:50 PM,Understanding Histories,C-015,Abdullah Mirza,75
F,3:5 PM,4:20 PM,What is Power?,C-015,Najeeb Jan,75
F,4:35 PM,5:50 PM,Rumi,C-015,Noman Baig,75
F,8:30 AM,9:45 AM,What is Modernity?,GF-C109,Aqdas Afzal,75
F,10:0 AM,11:15 AM,Scientific Methods,GF-C109,Hassaan Furqan Khan,75
F,11:30 AM,12:45 PM,Hikma I,GF-C109,Basharat Issa,75
F,2:5 PM,3:20 PM,Operations Management,GF-C109,Muhammad Wamiq,75
F,3:35 PM,4:50 PM,Rumi,GF-C109,Noman Baig,75
F,11:30 AM,12:20 PM,Algorithms: Design & Analysis,W-110,TBD .,50
F,1:5 PM,2:20 PM,Calculus I,W-110,Sara Ashraf,75
F,4:5 PM,5:45 PM,Data Analytics,W-110,Sahaab Bader Sheikh,100
F,8:30 AM,9:20 AM,Hikma I,E-100,Nauman Naqvi,50
F,8:30 AM,9:45 AM,Jehan-e-Urdu,E-100,Tanveer Anjum,75
F,9:35 AM,10:50 AM,Data Structures II,E-100,Muhammad Qasim Pasta,75
F,11:5 AM,12:20 PM,Understanding Histories,E-100,Abdullah Mirza,75
F,12:35 PM,1:50 PM,Hikma I,E-100,Zainab Saleem,75
F,2:30 PM,3:45 PM,What is Power?,E-100,Najeeb Jan,75
F,4:0 PM,5:40 PM,Public Policy II,E-100,Tajreen Jafri,100
F,8:30 AM,11:20 AM,Computer Architecture Lab,FF-C200,Haseeb Khan,170
F,8:30 AM,10:10 AM,Contexualising Media,FF-C200,Abdul Rafay Mahmood,100
F,1:5 PM,2:20 PM,Software Engineering,FF-C200,Ahsan Jawed,75
F,2:35 PM,3:50 PM,Discrete Mathematics,FF-C200,Rameez Ragheb,75
F,8:30 AM,11:0 AM,Intro to Design and Media,FF-W244,Rohama Malik,150
F,8:30 AM,9:45 AM,Wireless and Mobile Comm.,FF-W244,Tariq Mumtaz,75
F,11:15 AM,1:45 PM,Intro to QGIS with GIS,FF-W244,Zaineb Aftab Hussain Makati,150
F,2:15 PM,3:30 PM,Computer Vision,FF-W244,Muhammad Farhan,75
F,3:45 PM,5:0 PM,Intro Enviro Engineering,FF-W244,Hassaan Furqan Khan,75
F,5:15 PM,6:30 PM,Linear Algebra,FF-W244,Sajal Rana,75
F,8:30 AM,9:45 AM,Intro to Cultural Anthropology,CPE HALL,Basharat Issa,75
F,8:30 AM,11:50 AM,Designing For & With People,CPE HALL,Fatin Nawaz,200
F,10:0 AM,11:15 AM,Interactive Storytelling,CPE HALL,Christie Lauder,75
F,11:30 AM,12:45 PM,Web and Mobile Development,CPE HALL,Muhammad Qasim Pasta,75
F,2:30 PM,3:20 PM,Electric Circuits-II,CPE HALL,Saad Baig,50
F,3:35 PM,4:50 PM,Renewable Energy,CPE HALL,Mohamed Elsayed Orabi Mustafa,75
F,5:5 PM,6:20 PM,Ethics of AI,CPE HALL,Aeyaz Jamil Kayani,75
F,8:30 AM,9:45 AM,Understanding the Human Body,LG09,Humaira Jamshed,75
F,8:30 AM,11:20 AM,Data Structures & Algo Lab,LG09,Muhammad Mobeen Movania,170
F,10:0 AM,11:15 AM,Hikma I,LG09,Nauman Naqvi,75
F,1:0 PM,3:50 PM,Intro to Design and Media LAB,LG09,Luluwa Murtaza,170
F,5:10 PM,6:25 PM,Development & Environmentalism,LG09,Tajreen Jafri,75
F,8:30 AM,9:45 AM,Hikma I,FF-N219,Hamza Bin Sajjad,75
F,10:0 AM,12:50 PM,Engineering Workshop,FF-N219,Haseeb Shaikh,170
F,1:5 PM,2:20 PM,Linear Algebra,FF-N219,Aeyaz Jamil Kayani,75
F,2:35 PM,3:50 PM,What is Power?,FF-N219,Najeeb Jan,75
F,8:30 AM,9:45 AM,Bollywood Masculinity,W-321,Sheikh Taha Ahmed Munir,75
F,11:30 AM,12:45 PM,Data Structures II,W-321,Muhammad Qasim Pasta,75
F,1:0 PM,2:15 PM,Software Security,W-321,Muhammad Nadeem,75
F,2:30 PM,3:45 PM,OOP & Design Methodologies,W-321,Nadia Nasir,75
F,8:30 AM,9:45 AM,Computer Architecture,E-215,Sorath Hansrajani,75
F,8:30 AM,9:20 AM,Electric Circuits-II,E-215,Saad Baig,50
F,10:0 AM,11:15 AM,Computer Architecture,E-215,Tariq Kamal,75
F,11:30 AM,12:45 PM,"Journalism, History, Novel",E-215,Zuha Asif Siddiqui,75
F,1:0 PM,2:15 PM,What is Modernity?,E-215,Marcelo Alves de Paula Lima,75
F,2:30 PM,3:45 PM,Scientific Methods,E-215,Hassaan Furqan Khan,75
F,4:0 PM,5:15 PM,Hikma I,E-215,Hamza Bin Sajjad,75
F,8:30 AM,11:20 AM,Understanding the Human Lab,E-011,Humaira Jamshed,170
F,8:30 AM,9:45 AM,Jehan-e-Urdu,E-011,Inam Ullah,75
F,10:0 AM,11:15 AM,Introduction to Robotics,E-011,Abdul Basit Memon,75
F,11:35 AM,12:50 PM,What is Modernity?,E-011,Aqdas Afzal,75
F,1:5 PM,3:55 PM,Data Structures & Algo Lab,E-011,Mohammad Salman,170
F,4:10 PM,5:25 PM,Understanding Histories,E-011,Abdullah Mirza,75
F,8:30 AM,9:45 AM,Introduction to Bioinformatics,FF-N220,Arshan Nasir,75
F,11:30 AM,12:45 PM,Scientific Methods,FF-N220,Hassaan Furqan Khan,75
F,1:0 PM,2:15 PM,Discrete Mathematics,FF-N220,Waqar Saleem,75
F,5:5 PM,6:20 PM,Calculus II,FF-N220,Aatyka Fatima,75
F,8:30 AM,9:45 AM,Computer Architecture,E-003,Sorath Hansrajani,75
F,8:30 AM,11:50 AM,Designing For & With People,E-003,Hasan Habib,200
F,10:0 AM,11:15 AM,What is Modernity?,E-003,Abdullah Mirza,75
F,11:30 AM,12:20 PM,Programming Fundamentals,E-003,Adeel Soomro,50
F,12:35 PM,1:50 PM,Algorithms: Design & Analysis,E-003,Faisal Alvi,75
F,2:5 PM,3:20 PM,Calculus II,E-003,Sajal Rana,75
F,3:35 PM,4:50 PM,Calculus II,E-003,Aatyka Fatima,75
F,5:5 PM,6:20 PM,Tech. Mgmnt & Entrepreneurship,E-003,Abid Butt,75
F,8:30 AM,9:45 AM,Web and Mobile Development,PG-1,Muhammad Qasim Pasta,75
F,8:30 AM,9:45 AM,Data Structures & Algorithms,PG-1,Mohammad Salman,75
F,10:0 AM,11:15 AM,Data Structures & Algorithms,PG-1,Saba Saeed,75
F,11:30 AM,12:20 PM,Electromagnetic Theory,PG-1,Shafayat Abrar,50
F,12:35 PM,1:50 PM,The World of Quratul Ain Hyder,PG-1,Syed Afzal Ahmed,75
F,2:5 PM,3:20 PM,Introduction to Nanotechnology,PG-1,Ahmad Usman,75
F,3:35 PM,4:50 PM,Politics of Conflict,PG-1,Ana Tawfiq Hussain,75
F,8:30 AM,9:45 AM,Computer Architecture,W-114,Farhan Khan,75
F,8:30 AM,9:45 AM,Scientific Methods,W-114,Sameena Shahzaman,75
F,10:0 AM,11:15 AM,What is Modernity?,W-114,Haniya Habib,75
F,11:30 AM,12:45 PM,Computational Intelligence,W-114,Syeda Saleha Raza,75
F,1:0 PM,2:15 PM,Data Structures & Algorithms,W-114,Maria Samad,75
F,2:30 PM,3:45 PM,Electric Network Analysis,W-114,Haleema Qamar,75
F,4:0 PM,5:40 PM,World Historical Figures,W-114,Marcelo Alves de Paula Lima,100
F,8:30 AM,9:45 AM,Jehan-e-Urdu,W-111,Syed Afzal Ahmed,75
F,10:0 AM,11:40 AM,Qualitative Research Methods,W-111,Aaron Mulvany,100
F,1:0 PM,2:15 PM,Education Planning,W-111,Muhammad Aatir Khan,75
F,2:30 PM,3:45 PM,Digital Logic and Design,W-111,Areeba Rajput,75
F,4:0 PM,5:15 PM,Introduction to Robotics,W-111,Abdul Basit Memon,75
F,8:30 AM,11:50 AM,Design Research II,LG-C001,Muneera Batool,200
F,8:30 AM,9:45 AM,Signals and Systems,LG-C001,Adnan Aslam Chaudhry,75
F,8:30 AM,9:45 AM,Software Engineering,LG-C001,Mohsin Nagaria,75
F,10:0 AM,11:15 AM,What is Modernity?,LG-C001,Nimra Farooq,75
F,12:5 PM,1:20 PM,Scientific Methods,LG-C001,Huma abid,75
F,1:35 PM,2:50 PM,Scientific Methods,LG-C001,Sameena Shahzaman,75
F,3:5 PM,4:20 PM,Data Structures II,LG-C001,Muhammad Qasim Pasta,75
F,4:35 PM,6:15 PM,Quantitative Research Methods,LG-C001,Zaineb Aftab Hussain Makati,100
F,8:30 AM,10:10 AM,Research in Design,LG26,Mishal Khattak,100
F,10:0 AM,12:30 PM,Intro to Design and Media,LG26,Rakhshaan Qazi,150
F,2:15 PM,5:5 PM,Signals and Systems Lab,LG26,Shafayat Abrar,170
F,8:30 AM,9:45 AM,Digital System Design,LG-C025,Muhammad Farhan,75
F,8:30 AM,10:10 AM,World Historical Figures,LG-C025,Marcelo Alves de Paula Lima,100
F,8:30 AM,9:45 AM,What is Gender?,LG-C025,Haniya Habib,75
F,10:0 AM,11:40 AM,Illustration and Protest,LG-C025,Isma Hasan,100
F,11:55 AM,1:35 PM,Electrical Engineering Junior,LG-C025,Saad Baig,100
F,1:50 PM,2:40 PM,Electromagnetic Theory,LG-C025,Shafayat Abrar,50
F,2:55 PM,4:35 PM,Heidegger,LG-C025,Najeeb Jan,100
F,4:50 PM,6:5 PM,Philosophical Hermeneutics,LG-C025,Irfan Muhammad,75
