ID (anonmized),Name (anonymized),Term,Class Nbr,Subject,Catalog,Component,Course (short title),Credit hours,Course ID,Major,Class,Section
14717675,Student 176,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
12127506,Student 275,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
18223794,Student 237,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
18425405,Student 254,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
11537273,Student 372,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
19919699,Student 196,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
14627713,Student 277,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
11427836,Student 278,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
13321961,Student 219,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
13134752,Student 347,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
16234867,Student 348,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
19917967,Student 179,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
12420777,Student 207,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
10628843,Student 288,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
15536010,Student 360,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
14123282,Student 232,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
16740978,Student 409,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
16827141,Student 271,2311,1324,CND, 104,STD,Performing Narrative,3,669071,CND,Class of 2026,D3
14972604,Student 726,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2022,L1
19372716,Student 727,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2022,L1
18572844,Student 728,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2022,L1
18869666,Student 696,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
18869759,Student 697,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
16172939,Student 729,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
10164053,Student 640,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
10970835,Student 708,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
13569931,Student 699,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
14682829,Student 828,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
15771240,Student 712,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
16178133,Student 781,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
18970087,Student 700,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
17468812,Student 688,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
19572024,Student 720,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
18269026,Student 690,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
10470200,Student 702,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
11672144,Student 721,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
15172310,Student 723,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
14869371,Student 693,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
17396911,Student 969,2311,1119,CS, 371,LEC,Software Security,3,669072,CE,Class of 2023,L1
16474263,Student 742,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
15970314,Student 703,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2023,L1
14365197,Student 651,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2024,L1
17065263,Student 652,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2024,L1
13915268,Student 152,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2024,L1
12565378,Student 653,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2024,L1
17868188,Student 681,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2024,L1
13566265,Student 662,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2024,L1
19866352,Student 663,2311,1119,CS, 371,LEC,Software Security,3,669072,CS,Class of 2024,L1
13482582,Student 825,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,EE,Class of 2020,L1
1216453,Student 64,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,EE,Class of 2023,L1
15068663,Student 686,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2023,L1
1526270,Student 62,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,EE,Class of 2023,L1
1916727,Student 67,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,EE,Class of 2023,L1
1346973,Student 69,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,EE,Class of 2023,L1
15771240,Student 712,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2023,L1
1317086,Student 70,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,EE,Class of 2023,L1
10170159,Student 701,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2023,L1
19566808,Student 668,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
12774584,Student 745,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CND,Class of 2023,L1
1197623,Student 76,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,EE,Class of 2023,L1
14869371,Student 693,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2023,L1
11193379,Student 933,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,SDP,Class of 2023,L1
12570477,Student 704,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2023,L1
10264581,Student 645,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
14365197,Student 651,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
16249444,Student 494,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
19867329,Student 673,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
19167545,Student 675,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
13447431,Student 474,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
16064763,Student 647,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
17868188,Student 681,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
14465995,Student 659,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
1123329,Student 33,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
13566265,Student 662,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
15575661,Student 756,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,SDP,Class of 2024,L1
13466549,Student 665,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,CS,Class of 2024,L1
15046315,Student 463,2311,1231,MGMT, 320,LEC,Principles of Management,3,669078,SDP,Class of 2025,L1
14972604,Student 726,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2022,L1
1526270,Student 62,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,EE,Class of 2023,L1
1317086,Student 70,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,EE,Class of 2023,L1
16173170,Student 731,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2023,L1
12314409,Student 144,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2023,L1
18973426,Student 734,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2023,L1
16983567,Student 835,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,SDP,Class of 2023,L1
18286228,Student 862,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,SDP,Class of 2023,L1
11874151,Student 741,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2023,L1
17868188,Student 681,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2024,L1
10715912,Student 159,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CE,Class of 2025,L1
15727379,Student 273,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
13816582,Student 165,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CE,Class of 2025,L1
15116659,Student 166,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CE,Class of 2025,L1
11661496,Student 614,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2025,L1
13716726,Student 167,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CE,Class of 2025,L1
13536918,Student 369,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
11032587,Student 325,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
17129803,Student 298,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
11030153,Student 301,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
19430262,Student 302,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
12530399,Student 303,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
11928564,Student 285,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
18335598,Student 355,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
16937970,Student 379,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
17040137,Student 401,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
13333689,Student 336,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
13326578,Student 265,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
13740484,Student 404,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
15426953,Student 269,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
10838110,Student 381,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
12840520,Student 405,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
14321021,Student 210,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
18540631,Student 406,2311,1007,BIO, 115,LEC,Introduction to Bioinformatics,3,669079,CS,Class of 2026,L1
15288011,Student 880,2311,1318,ECON, 425-CR,PRO,Institutional Economics (CR),1,669085,SDP,Class of 2023,C1
17589381,Student 893,2311,1318,ECON, 425-CR,PRO,Institutional Economics (CR),1,669085,SDP,Class of 2023,C1
11489409,Student 894,2311,1318,ECON, 425-CR,PRO,Institutional Economics (CR),1,669085,SDP,Class of 2023,C1
14988367,Student 883,2311,1318,ECON, 425-CR,PRO,Institutional Economics (CR),1,669085,SDP,Class of 2023,C1
19789594,Student 895,2311,1318,ECON, 425-CR,PRO,Institutional Economics (CR),1,669085,SDP,Class of 2023,C1
12189767,Student 897,2311,1318,ECON, 425-CR,PRO,Institutional Economics (CR),1,669085,SDP,Class of 2023,C1
16591179,Student 911,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,CND,Class of 2021,S1
18094952,Student 949,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2023,S1
16578477,Student 784,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2023,S1
13892212,Student 922,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,CND,Class of 2023,S1
10981997,Student 819,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,CND,Class of 2023,S1
15586184,Student 861,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2023,S1
12892616,Student 926,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,CND,Class of 2023,S1
18286228,Student 862,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2023,S1
18078648,Student 786,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
12076619,Student 766,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
16790681,Student 906,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
18379076,Student 790,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
15376780,Student 767,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
12761526,Student 615,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
10753190,Student 531,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
16887322,Student 873,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2024,S1
13147966,Student 479,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2025,S1
18652238,Student 522,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2025,S1
10447119,Student 471,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2025,S1
18937085,Student 370,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2026,S1
18339159,Student 391,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2026,S1
14421755,Student 217,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2026,S1
14124618,Student 246,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2026,S1
11118727,Student 187,2311,1138,DEV, 212,SEM,Urban Sustainability,3,669088,SDP,Class of 2026,S1
16691492,Student 914,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2023,S1
13892212,Student 922,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2023,S1
11692398,Student 923,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2023,S1
13592417,Student 924,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2023,S1
18581731,Student 817,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2023,S1
18791713,Student 917,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2023,S1
13782140,Student 821,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2023,S1
10385258,Student 852,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2024,S1
11079132,Student 791,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2024,S1
17985482,Student 854,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2024,S1
11693631,Student 936,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2024,S1
11979436,Student 794,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2024,S1
16383907,Student 839,2311,1021,COM, 304,SEM,Contexualising Media,2,669091,CND,Class of 2024,S1
17444956,Student 449,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2024,S1
10753190,Student 531,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2024,S1
13139014,Student 390,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
15241260,Student 412,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2025,S1
13349089,Student 490,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,CS,Class of 2025,S1
18117717,Student 177,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
10823576,Student 235,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
18323611,Student 236,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
13121602,Student 216,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
14421755,Student 217,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
19039263,Student 392,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
15323869,Student 238,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
16121804,Student 218,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
15520090,Student 200,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
18223919,Student 239,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
13941762,Student 417,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
13135433,Student 354,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
14124618,Student 246,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
11422503,Student 225,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
11218559,Student 185,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
16735886,Student 358,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
17124806,Student 248,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
15631639,Student 316,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,CND,Class of 2026,S1
14129019,Student 290,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
11118727,Student 187,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
17829117,Student 291,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
17722972,Student 229,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
14523064,Student 230,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
11523317,Student 233,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
16525208,Student 252,2311,1199,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S1
18078648,Student 786,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2024,S2
16921472,Student 214,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
17541654,Student 416,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
18937085,Student 370,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
12534377,Student 343,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
18339159,Student 391,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
13527654,Student 276,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
15517896,Student 178,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
12034431,Student 344,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
10239362,Student 393,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
13834555,Student 345,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
11319993,Student 199,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
17922038,Student 220,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
15822131,Student 221,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
12639742,Student 397,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
10933265,Student 332,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
10622395,Student 223,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
18022478,Student 224,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
19931142,Student 311,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
15131264,Student 312,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
10626822,Student 268,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
13828971,Student 289,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
12742836,Student 428,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
13042953,Student 429,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
14640849,Student 408,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
11443172,Student 431,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
13227291,Student 272,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
10221242,Student 212,2311,1200,SDP, 103,SEM,Social Theory I,4,669103,SDP,Class of 2026,S2
15997081,Student 970,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
13095869,Student 958,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
16383106,Student 831,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
17176481,Student 764,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
16578477,Student 784,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
18993162,Student 931,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
17589381,Student 893,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
11489409,Student 894,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
16476503,Student 765,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
12883271,Student 832,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
11378844,Student 788,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
18995946,Student 959,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
15586184,Student 861,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
19789594,Student 895,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
16896815,Student 968,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
13783778,Student 837,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2023,L1
16186527,Student 865,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
15596155,Student 961,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
13079944,Student 799,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
18876029,Student 760,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
19675102,Student 751,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
17777528,Student 775,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
17988881,Student 888,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
18184086,Student 840,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
11889102,Student 891,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
10987008,Student 870,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
10175793,Student 757,2311,1194,POLI, 300,LEC,Petrocultures,3,669127,SDP,Class of 2024,L1
14175381,Student 753,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CND,Class of 2024,S1
16186527,Student 865,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
12564845,Student 648,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CS,Class of 2024,S1
13195119,Student 951,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
11280946,Student 809,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
17267214,Student 672,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CS,Class of 2024,S1
1967929,Student 79,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CE,Class of 2024,S1
13064370,Student 643,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
19349508,Student 495,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
14596289,Student 962,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
1724305,Student 43,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,EE,Class of 2024,S1
10195347,Student 953,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CH,Class of 2024,S1
10880057,Student 800,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CH,Class of 2024,S1
1724425,Student 44,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,EE,Class of 2024,S1
1123329,Student 33,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CS,Class of 2024,S1
1868326,Student 83,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CE,Class of 2024,S1
1208458,Student 84,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,CE,Class of 2024,S1
12796003,Student 960,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
10987008,Student 870,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
15587134,Student 871,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
10087274,Student 872,2311,1172,GSCP, 399,SEM,GSCP Research Seminar II,1,669128,SDP,Class of 2024,S1
16383106,Student 831,2311,1197,REL/ANT, 201,SEM,Rumi,3,669129,SDP,Class of 2023,S1
13481354,Student 813,2311,1197,REL/ANT, 201,SEM,Rumi,3,669129,CH,Class of 2023,S1
18981487,Student 814,2311,1197,REL/ANT, 201,SEM,Rumi,3,669129,CH,Class of 2023,S1
14981552,Student 815,2311,1197,REL/ANT, 201,SEM,Rumi,3,669129,CND,Class of 2023,S1
